Id,Response
22616,8
22617,8
22620,8
22623,4
22625,8
22629,7
22630,8
22631,1
22634,4
22635,4
22636,5
22638,2
22647,7
22653,1
22655,7
22663,8
22666,7
22683,8
22684,6
22686,6
22696,4
22698,8
22703,1
22705,7
22709,2
22719,4
22731,5
22734,5
22738,4
22741,4
22742,4
22744,7
22750,8
22753,3
22756,3
22760,7
22765,6
22766,7
22770,7
22771,6
22781,8
22788,4
22789,8
22793,2
22795,2
22802,8
22803,8
22805,8
22806,5
22815,8
22819,8
22822,1
22831,6
22832,5
22835,8
22836,4
22837,8
22842,8
22850,8
22852,7
22855,8
22859,4
22862,2
22863,6
22869,8
22871,8
22879,6
22882,8
22885,7
22889,8
22890,8
22891,6
22894,7
22902,8
22903,7
22907,8
22913,2
22917,8
22919,4
22920,3
22921,8
22927,4
22929,7
22931,4
22934,8
22941,8
22947,8
22956,7
22959,8
22960,8
22964,5
22965,8
22970,8
22973,8
22975,2
22979,3
22981,3
22990,5
22991,5
23003,3
23008,8
23022,8
23024,8
23026,7
23035,6
23041,3
23047,7
23048,8
23060,7
23064,1
23067,5
23073,2
23087,8
23093,8
23100,4
23101,2
23105,2
23108,8
23111,7
23112,6
23115,3
23118,1
23119,5
23120,3
23121,3
23126,5
23129,7
23131,4
23133,7
23135,3
23139,1
23140,8
23141,2
23142,3
23148,8
23149,7
23152,3
23154,6
23156,4
23159,8
23160,1
23164,3
23178,6
23183,5
23184,3
23186,4
23189,4
23191,4
23193,8
23194,7
23196,5
23209,1
23210,8
23211,1
23212,8
23213,3
23216,8
23222,5
23224,8
23226,3
23229,3
23234,5
23239,8
23247,3
23252,8
23259,6
23261,8
23267,5
23270,2
23278,8
23279,5
23280,8
23285,1
23294,8
23301,8
23306,6
23317,3
23319,4
23323,7
23327,5
23329,7
23330,7
23335,8
23365,6
23366,3
23372,5
23376,8
23378,1
23381,8
23383,5
23387,5
23391,5
23397,4
23403,7
23404,5
23405,3
23411,5
23412,4
23414,8
23424,8
23429,8
23436,8
23438,3
23439,8
23448,4
23455,8
23460,7
23462,3
23463,1
23471,5
23473,3
23475,8
23481,8
23482,7
23488,7
23489,7
23494,8
23495,5
23504,6
23509,7
23514,7
23516,7
23517,5
23522,8
23523,6
23528,5
23529,6
23537,7
23548,2
23549,8
23551,5
23557,7
23558,8
23560,7
23565,3
23566,3
23571,6
23572,4
23574,5
23581,2
23583,6
23585,4
23588,1
23595,1
23597,2
23601,5
23605,1
23606,7
23607,3
23608,6
23610,7
23612,8
23614,5
23616,8
23624,1
23628,2
23634,6
23635,8
23639,3
23640,8
23643,1
23644,8
23649,7
23654,2
23663,3
23669,8
23679,1
23680,5
23681,5
23683,4
23684,3
23687,1
23688,5
23690,3
23695,7
23696,8
23698,6
23702,6
23703,1
23704,2
23716,7
23717,7
23724,6
23728,7
23738,5
23745,8
23746,8
23754,2
23755,8
23758,6
23761,7
23768,8
23769,6
23775,8
23781,1
23783,3
23788,7
23789,6
23794,8
23797,6
23805,8
23806,7
23816,1
23822,6
23826,8
23840,2
23848,3
23850,7
23851,1
23852,4
23859,2
23878,6
23888,7
23897,8
23901,7
23905,3
23909,6
23913,7
23915,1
23919,8
23923,3
23926,8
23930,8
23935,6
23937,6
23938,2
23939,6
23944,8
23945,5
23946,8
23948,7
23953,1
23955,5
23957,5
23961,1
23965,7
23967,4
23969,4
23972,8
23973,8
23980,8
23982,8
23983,5
23984,7
23986,8
24003,8
24006,8
24010,1
24011,8
24014,6
24019,8
24028,4
24033,1
24035,5
24041,8
24042,4
24043,8
24045,7
24048,8
24050,8
24057,3
24062,8
24065,1
24066,8
24067,8
24072,8
24076,8
24083,2
24085,8
24089,7
24090,8
24092,8
24096,5
24100,6
24103,7
24121,6
24125,7
24129,7
24145,7
24149,5
24159,2
24160,5
24161,8
24164,5
24165,8
24175,8
24180,8
24183,7
24184,8
24187,6
24190,4
24191,7
24198,7
24199,8
24200,8
24204,4
24205,7
24207,6
24208,4
24212,8
24213,6
24214,1
24219,5
24221,8
24222,5
24223,7
24225,7
24231,3
24237,4
24239,8
24241,6
24248,1
24249,8
24253,5
24257,8
24259,8
24262,8
24263,1
24265,7
24284,1
24286,5
24290,7
24293,7
24294,6
24296,2
24298,4
24299,8
24310,8
24314,2
24316,5
24320,8
24322,4
24328,7
24329,6
24330,8
24333,6
24334,4
24335,1
24336,1
24340,2
24344,2
24345,8
24347,1
24357,8
24359,8
24360,8
24361,6
24362,2
24368,2
24370,4
24374,1
24377,8
24380,1
24383,8
24387,4
24390,8
24391,1
24392,4
24394,1
24404,8
24406,8
24409,3
24411,2
24414,6
24416,7
24420,7
24427,5
24431,8
24432,8
24435,8
24436,2
24437,7
24441,8
24448,8
24450,3
24452,8
24458,7
24461,6
24462,2
24468,4
24472,2
24476,5
24477,7
24484,7
24486,8
24488,5
24490,5
24491,3
24493,8
24500,2
24502,4
24504,7
24512,8
24518,5
24520,8
24529,5
24531,4
24532,8
24535,3
24538,2
24541,7
24544,4
24549,8
24550,2
24560,6
24561,8
24575,4
24576,1
24580,6
24581,1
24587,8
24590,7
24593,7
24595,8
24602,8
24604,8
24607,8
24613,8
24614,8
24620,5
24627,8
24631,8
24638,7
24639,7
24642,7
24643,2
24653,1
24670,7
24673,8
24678,4
24681,1
24682,3
24697,5
24698,7
24702,6
24703,6
24706,8
24707,5
24709,8
24715,7
24719,7
24726,4
24728,3
24729,1
24734,1
24736,3
24737,8
24744,8
24753,8
24754,3
24755,8
24757,8
24764,4
24765,7
24766,4
24767,8
24775,7
24776,4
24782,2
24785,3
24786,8
24787,7
24791,7
24793,8
24801,8
24808,8
24813,5
24817,8
24825,6
24826,7
24830,8
24837,6
24841,2
24849,1
24850,8
24853,8
24857,8
24858,7
24859,7
24860,8
24862,7
24864,3
24867,6
24869,8
24875,6
24876,8
24879,6
24882,8
24883,5
24896,7
24899,8
24901,8
24902,2
24906,7
24909,5
24912,7
24914,7
24916,5
24926,4
24929,7
24930,1
24937,8
24939,7
24940,6
24962,8
24971,2
24974,7
24976,8
24981,8
24988,8
24993,7
24995,8
24996,3
25012,8
25021,8
25031,4
25033,8
25036,8
25037,8
25042,7
25046,1
25047,8
25055,8
25060,4
25063,8
25071,5
25078,8
25082,6
25090,8
25092,4
25093,1
25094,7
25097,7
25099,8
25101,2
25102,5
25103,6
25110,4
25119,8
25120,5
25124,8
25125,7
25127,1
25128,8
25131,3
25136,5
25146,8
25156,8
25163,3
25165,8
25166,5
25172,3
25175,8
25178,7
25180,5
25184,1
25185,7
25194,8
25195,1
25197,8
25200,6
25202,7
25203,5
25207,1
25209,8
25211,8
25216,7
25217,7
25218,8
25219,8
25220,5
25221,4
25228,3
25231,3
25232,4
25242,6
25246,8
25247,4
25256,5
25260,8
25261,1
25262,5
25265,6
25268,8
25269,1
25279,7
25283,5
25286,4
25291,4
25293,7
25307,8
25311,5
25314,5
25316,7
25325,6
25341,6
25343,8
25347,8
25358,7
25360,1
25373,7
25375,7
25393,6
25395,6
25398,3
25405,8
25411,3
25416,8
25418,1
25427,4
25429,6
25433,8
25435,8
25436,6
25437,7
25441,2
25442,4
25448,8
25449,2
25450,8
25451,8
25454,8
25471,7
25491,7
25493,8
25494,8
25496,4
25498,8
25501,7
25502,4
25508,5
25509,1
25512,8
25515,8
25517,8
25525,5
25526,7
25536,8
25540,8
25542,7
25549,7
25551,5
25555,7
25559,7
25563,6
25564,6
25566,7
25568,4
25576,7
25581,7
25586,8
25591,8
25593,3
25598,8
25606,6
25608,8
25609,3
25613,4
25616,8
25620,8
25627,3
25632,7
25635,8
25642,1
25646,5
25647,6
25653,8
25658,2
25661,6
25665,1
25677,7
25680,2
25681,8
25682,8
25684,8
25686,8
25694,5
25697,8
25700,3
25703,7
25704,4
25707,7
25710,3
25715,8
25717,8
25724,7
25726,8
25733,6
25741,8
25742,8
25744,7
25747,7
25757,5
25760,8
25762,6
25765,7
25770,8
25775,8
25777,8
25783,7
25786,8
25789,1
25801,8
25803,1
25804,5
25805,8
25808,1
25812,6
25814,8
25817,1
25820,7
25825,7
25827,5
25831,7
25835,8
25836,8
25838,8
25852,2
25857,8
25866,7
25867,6
25869,5
25873,1
25874,8
25876,6
25877,1
25884,8
25886,8
25888,8
25889,8
25892,2
25893,7
25894,8
25899,5
25913,8
25915,6
25916,4
25919,5
25921,3
25924,1
25926,5
25931,8
25944,5
25945,8
25950,8
25951,8
25956,8
25963,8
25969,8
25974,8
25976,5
25980,7
25984,4
25985,7
25986,8
25997,8
25999,1
26001,8
26011,8
26018,8
26019,2
26027,8
26031,5
26037,2
26038,6
26039,6
26043,4
26044,3
26046,8
26049,8
26056,8
26060,8
26063,6
26065,3
26069,8
26073,2
26078,3
26082,2
26087,6
26094,7
26095,8
26096,6
26097,1
26102,6
26114,8
26117,4
26118,8
26124,1
26131,8
26137,7
26143,7
26150,8
26167,5
26169,6
26171,1
26178,7
26179,7
26183,6
26187,8
26189,7
26193,3
26196,8
26201,8
26204,1
26206,7
26214,8
26216,7
26221,8
26227,7
26236,6
26240,3
26241,8
26258,8
26267,2
26270,7
26274,5
26280,8
26284,2
26299,6
26307,4
26310,8
26313,8
26314,8
26316,8
26322,5
26326,1
26327,8
26329,3
26330,7
26331,1
26337,4
26344,1
26346,1
26354,7
26356,7
26389,2
26403,1
26405,8
26415,1
26421,7
26427,8
26428,7
26434,8
26435,7
26442,2
26445,4
26447,8
26449,5
26451,4
26454,4
26462,8
26465,6
26469,3
26476,5
26479,8
26480,3
26495,8
26497,1
26498,8
26503,8
26509,8
26512,5
26518,8
26519,4
26521,6
26524,7
26527,7
26535,1
26539,6
26542,5
26549,3
26554,2
26559,7
26561,4
26562,6
26567,7
26570,1
26584,8
26588,7
26593,6
26596,2
26597,7
26598,8
26599,8
26609,2
26611,6
26617,8
26618,5
26621,7
26626,8
26628,4
26631,6
26640,5
26642,6
26644,2
26649,7
26656,8
26664,1
26673,7
26685,4
26687,8
26689,7
26690,8
26698,7
26699,8
26701,8
26711,1
26720,1
26724,8
26726,5
26727,6
26732,2
26734,4
26735,8
26738,1
26739,8
26740,7
26749,1
26757,8
26759,5
26766,6
26768,5
26769,5
26770,7
26776,7
26782,6
26786,7
26788,5
26791,1
26792,7
26793,8
26796,8
26798,7
26817,2
26818,8
26821,7
26824,5
26832,1
26833,1
26848,5
26853,3
26854,1
26859,7
26861,1
26865,2
26866,5
26868,7
26873,8
26876,7
26882,8
26884,7
26890,7
26891,1
26893,8
26894,7
26896,5
26904,5
26908,6
26909,1
26910,6
26919,8
26929,8
26931,3
26933,8
26936,8
26937,8
26938,6
26940,3
26942,8
26943,3
26946,7
26948,8
26950,7
26964,4
26965,8
26966,8
26968,8
26969,1
26977,7
26980,8
26982,8
26985,1
26991,7
26992,7
26996,1
27004,5
27005,1
27009,7
27014,3
27015,5
27022,5
27024,8
27033,3
27040,2
27041,2
27042,2
27044,4
27051,4
27054,5
27056,1
27060,1
27062,6
27067,6
27069,7
27072,8
27082,8
27083,8
27088,3
27089,8
27096,2
27102,7
27105,2
27107,8
27111,6
27114,3
27125,5
27132,2
27135,2
27136,3
27139,8
27146,8
27147,1
27148,7
27161,8
27163,3
27164,7
27166,8
27174,8
27176,8
27181,2
27183,4
27191,4
27202,3
27203,8
27205,3
27206,2
27209,1
27210,8
27212,8
27214,6
27223,8
27225,4
27227,4
27229,8
27233,3
27234,8
27235,7
27236,8
27237,4
27240,6
27241,5
27248,7
27261,8
27266,7
27276,7
27281,8
27282,1
27288,1
27289,3
27290,4
27292,7
27294,4
27301,5
27310,8
27312,1
27318,7
27319,2
27341,2
27356,8
27358,3
27361,8
27369,4
27372,8
27374,4
27378,3
27379,7
27383,4
27388,8
27395,8
27406,5
27408,8
27409,7
27413,8
27416,2
27430,6
27431,7
27435,8
27444,6
27468,6
27475,8
27477,5
27487,7
27489,5
27494,7
27499,7
27501,8
27504,6
27506,4
27507,8
27508,1
27511,2
27515,5
27519,8
27520,8
27527,8
27528,3
27535,1
27536,3
27543,6
27546,8
27548,5
27551,7
27553,5
27561,8
27563,5
27565,8
27566,1
27567,7
27573,7
27575,8
27576,6
27577,6
27583,7
27587,5
27589,3
27592,7
27597,7
27599,6
27600,7
27602,5
27605,3
27606,3
27621,8
27624,2
27625,7
27630,7
27631,1
27633,6
27634,7
27639,4
27640,7
27645,3
27646,4
27647,2
27649,4
27660,7
27664,7
27666,8
27667,8
27669,4
27671,7
27673,7
27681,8
27684,8
27685,3
27686,7
27688,4
27701,7
27704,7
27712,7
27713,1
27716,7
27719,6
27720,5
27724,5
27730,2
27733,1
27734,7
27738,8
27739,8
27742,8
27759,7
27768,8
27771,5
27772,8
27773,4
27780,1
27788,8
27793,8
27795,5
27796,7
27799,8
27802,7
27809,2
27816,8
27817,8
27826,8
27827,6
27833,3
27835,8
27839,1
27846,6
27847,7
27851,8
27854,5
27855,4
27856,1
27859,8
27861,8
27864,8
27877,8
27885,3
27889,5
27890,7
27893,8
27901,1
27904,8
27906,7
27908,4
27909,8
27915,3
27921,8
27923,5
27927,6
27934,8
27936,8
27937,8
27938,8
27939,4
27941,6
27942,2
27953,6
27955,5
27960,7
27962,7
27963,4
27965,8
27968,3
27969,4
27977,4
27979,3
27980,8
27990,8
27994,1
28001,7
28003,8
28006,5
28009,7
28021,8
28025,5
28030,5
28031,2
28037,8
28038,8
28041,4
28043,8
28049,8
28055,8
28056,8
28075,6
28082,8
28085,2
28086,8
28091,8
28097,4
28098,3
28103,8
28112,3
28113,6
28121,8
28123,8
28124,8
28126,5
28127,8
28128,1
28130,8
28135,8
28136,5
28138,8
28144,4
28145,4
28150,8
28151,5
28152,3
28162,8
28164,7
28165,5
28173,8
28181,4
28189,8
28190,5
28193,6
28197,5
28201,7
28204,3
28222,8
28237,6
28239,2
28242,8
28247,2
28251,6
28259,8
28268,8
28271,1
28272,8
28280,5
28282,8
28285,8
28286,8
28288,3
28289,8
28297,7
28310,6
28311,3
28314,2
28315,5
28325,7
28328,8
28331,8
28337,8
28343,5
28346,8
28350,7
28355,6
28358,8
28362,5
28363,8
28365,8
28369,2
28373,4
28378,5
28381,8
28389,6
28391,7
28401,1
28405,1
28408,8
28420,3
28423,5
28425,4
28429,6
28432,2
28435,5
28437,7
28443,8
28444,1
28454,1
28459,1
28464,6
28470,1
28475,2
28484,8
28485,3
28491,4
28496,1
28499,7
28501,1
28502,6
28506,5
28510,5
28511,3
28513,8
28521,8
28533,7
28535,7
28537,8
28538,6
28540,3
28541,4
28546,1
28551,5
28559,7
28570,7
28571,5
28572,1
28573,8
28575,5
28585,2
28595,1
28600,5
28611,4
28614,3
28615,6
28617,7
28618,8
28629,2
28632,1
28633,8
28636,1
28638,6
28642,6
28647,6
28654,3
28657,5
28658,8
28659,8
28660,3
28661,5
28663,8
28665,5
28667,8
28669,8
28673,4
28687,2
28688,6
28689,2
28692,6
28701,4
28703,4
28705,5
28707,8
28709,1
28716,4
28724,6
28728,4
28729,1
28730,7
28736,8
28741,5
28743,8
28746,2
28752,5
28759,8
28761,8
28762,6
28763,5
28765,6
28768,7
28769,1
28771,2
28785,8
28786,5
28790,8
28791,8
28796,1
28797,2
28807,4
28808,5
28813,7
28815,6
28821,7
28822,8
28824,8
28827,7
28835,7
28837,3
28841,5
28845,7
28857,7
28864,4
28866,4
28867,7
28870,8
28880,2
28889,4
28897,3
28902,7
28903,3
28906,8
28907,8
28908,7
28910,7
28921,1
28923,7
28928,2
28929,4
28954,8
28961,8
28964,7
28968,8
28974,8
28977,8
28979,8
28987,3
28989,5
28994,1
28996,2
28999,5
29004,5
29007,8
29008,4
29014,8
29016,4
29019,1
29024,8
29028,5
29034,1
29039,8
29040,7
29045,1
29054,8
29056,8
29068,5
29071,8
29075,4
29076,5
29080,1
29094,8
29096,8
29097,8
29099,5
29100,5
29106,7
29111,8
29123,1
29124,7
29125,4
29126,8
29127,7
29131,5
29136,8
29138,7
29143,8
29145,3
29146,3
29147,5
29148,4
29152,8
29153,1
29155,4
29160,6
29163,2
29165,1
29166,2
29167,4
29168,8
29169,1
29171,8
29176,4
29185,7
29188,8
29190,1
29193,2
29194,5
29196,7
29198,7
29214,3
29215,5
29217,8
29221,8
29223,1
29232,8
29233,5
29234,6
29235,8
29238,4
29241,7
29243,4
29255,4
29261,1
29263,3
29264,3
29265,2
29268,8
29269,6
29276,2
29281,3
29285,7
29287,5
29288,5
29293,7
29298,8
29301,3
29310,8
29311,7
29314,5
29316,8
29331,1
29335,1
29336,8
29342,5
29344,5
29345,5
29349,1
29352,5
29356,2
29361,3
29369,1
29374,8
29381,8
29382,2
29383,8
29392,6
29395,2
29396,4
29398,8
29400,5
29403,8
29410,6
29412,4
29415,8
29421,4
29426,4
29429,5
29430,5
29435,8
29441,3
29444,6
29455,5
29456,1
29457,6
29458,8
29459,7
29463,8
29471,4
29474,8
29477,5
29485,8
29491,3
29494,5
29495,6
29498,5
29499,8
29504,4
29510,6
29512,7
29519,7
29522,1
29528,7
29529,8
29532,8
29538,8
29539,1
29541,2
29550,2
29558,4
29566,8
29567,4
29572,2
29577,6
29578,7
29579,7
29586,3
29587,6
29598,4
29606,4
29608,4
29610,8
29611,8
29613,6
29615,4
29621,7
29623,6
29629,1
29630,8
29631,7
29635,3
29639,8
29642,6
29650,7
29653,8
29654,3
29656,7
29664,8
29667,1
29673,8
29674,7
29686,4
29690,5
29692,8
29700,5
29711,1
29712,8
29715,2
29716,3
29720,5
29727,8
29729,8
29742,3
29744,8
29747,3
29748,5
29749,4
29752,1
29757,2
29765,7
29768,8
29777,8
29779,8
29794,4
29796,6
29803,8
29810,5
29811,5
29813,3
29821,5
29824,5
29830,8
29832,7
29834,8
29837,5
29843,4
29844,7
29848,7
29851,3
29854,6
29859,3
29860,3
29861,3
29864,5
29868,8
29870,8
29872,2
29874,8
29875,8
29876,4
29881,8
29886,8
29891,7
29892,8
29894,6
29902,5
29904,7
29906,7
29913,4
29914,4
29915,4
29919,1
29925,1
29934,3
29936,8
29938,5
29939,4
29943,3
29945,7
29947,4
29951,7
29952,6
29956,2
29960,5
29962,2
29969,5
29971,8
29981,7
29982,8
29983,3
29986,8
29987,3
29991,1
29993,8
29996,5
30000,2
30002,4
30003,1
30010,8
30015,1
30017,3
30021,5
30025,8
30030,3
30032,3
30035,7
30038,5
30041,7
30042,5
30045,8
30053,1
30055,2
30057,1
30059,7
30061,8
30062,8
30063,7
30067,5
30071,4
30072,3
30075,8
30076,3
30077,1
30081,8
30087,8
30090,6
30093,3
30094,8
30096,8
30097,1
30106,7
30108,3
30116,3
30117,2
30121,5
30124,8
30125,6
30140,7
30141,7
30142,5
30146,6
30152,4
30153,5
30154,4
30155,4
30157,5
30159,3
30163,1
30164,8
30167,6
30168,8
30169,7
30170,8
30171,4
30179,7
30181,8
30182,8
30183,7
30187,8
30189,7
30192,8
30198,7
30202,8
30203,4
30205,7
30207,3
30209,7
30213,5
30217,5
30223,8
30224,3
30231,4
30234,6
30236,3
30239,6
30240,8
30247,4
30252,8
30254,8
30256,6
30267,8
30270,5
30277,1
30281,8
30284,8
30287,2
30290,8
30294,8
30295,8
30301,2
30304,8
30308,7
30309,6
30310,8
30313,8
30315,7
30316,7
30318,5
30320,5
30333,8
30335,6
30337,8
30340,8
30345,7
30346,3
30353,8
30358,2
30362,5
30365,8
30366,5
30372,8
30377,8
30386,7
30398,3
30408,8
30410,5
30411,8
30414,4
30420,8
30423,4
30425,6
30431,1
30436,6
30437,5
30442,7
30443,2
30444,1
30446,1
30447,4
30449,8
30451,7
30452,5
30455,6
30464,8
30475,8
30481,7
30490,7
30492,7
30497,8
30503,8
30504,1
30505,8
30506,8
30509,7
30512,7
30515,3
30516,8
30522,7
30526,7
30531,8
30536,2
30540,8
30542,8
30546,4
30550,5
30552,6
30555,8
30557,6
30558,3
30559,8
30564,7
30565,8
30578,6
30582,6
30585,3
30586,5
30595,4
30596,8
30598,3
30605,7
30606,8
30612,7
30613,8
30614,7
30620,8
30624,8
30630,8
30639,4
30640,8
30643,7
30651,5
30654,8
30657,8
30665,3
30666,5
30671,4
30678,4
30679,3
30689,5
30692,7
30698,7
30702,1
30703,5
30709,7
30721,6
30723,8
30724,2
30734,2
30742,4
30745,7
30751,8
30764,8
30765,8
30786,8
30788,7
30790,4
30791,8
30794,8
30803,7
30805,8
30811,4
30812,4
30815,3
30818,4
30823,3
30827,4
30829,3
30830,2
30835,1
30837,7
30838,3
30847,5
30851,4
30859,3
30861,7
30866,8
30867,8
30874,3
30875,4
30877,2
30879,7
30885,8
30886,8
30887,1
30890,1
30893,8
30903,1
30906,5
30909,5
30914,8
30917,5
30918,5
30920,1
30933,7
30934,3
30936,8
30938,7
30944,1
30946,7
30949,6
30950,8
30952,2
30958,8
30965,4
30967,8
30971,4
30973,8
30984,4
30985,8
30987,8
30997,1
31001,4
31004,4
31006,4
31007,7
31008,1
31009,3
31012,5
31014,7
31020,7
31029,8
31030,4
31031,3
31036,8
31039,8
31040,4
31044,2
31048,5
31050,5
31051,5
31059,3
31060,7
31065,2
31067,8
31070,8
31077,5
31082,8
31083,5
31089,8
31093,7
31096,6
31100,8
31103,3
31121,6
31135,8
31137,7
31139,4
31144,5
31147,4
31155,8
31158,5
31160,6
31161,2
31162,1
31168,8
31172,8
31174,7
31176,8
31180,4
31184,1
31185,8
31188,7
31193,3
31202,7
31207,8
31210,8
31212,8
31213,2
31217,8
31218,1
31223,3
31231,8
31238,8
31240,4
31249,4
31250,3
31255,8
31260,1
31261,3
31273,8
31276,6
31277,8
31284,7
31286,8
31290,4
31295,8
31300,6
31302,4
31303,8
31304,8
31306,8
31307,6
31308,6
31321,2
31323,7
31324,8
31326,5
31336,8
31337,8
31339,6
31342,1
31343,3
31344,4
31348,6
31349,8
31354,6
31356,8
31361,7
31362,2
31365,6
31371,1
31373,8
31375,8
31377,8
31379,7
31382,2
31384,2
31389,8
31390,3
31393,8
31398,4
31399,7
31407,8
31408,5
31412,8
31413,4
31416,8
31418,7
31419,5
31421,8
31426,8
31427,4
31433,2
31434,8
31441,7
31446,1
31451,8
31452,8
31453,8
31454,8
31456,5
31458,7
31461,8
31462,5
31464,6
31467,7
31468,6
31471,8
31474,1
31475,5
31477,8
31479,8
31492,6
31494,7
31499,7
31510,8
31512,5
31517,8
31520,7
31531,3
31532,6
31534,8
31535,1
31537,8
31540,2
31541,4
31542,2
31549,7
31555,8
31566,5
31567,5
31570,6
31576,6
31583,2
31589,1
31594,5
31597,4
31599,3
31601,4
31605,7
31608,5
31609,3
31616,5
31620,6
31622,6
31624,4
31627,8
31630,4
31632,1
31635,8
31639,5
31643,7
31655,8
31659,5
31661,5
31666,1
31669,7
31670,8
31674,2
31681,3
31686,5
31689,4
31690,6
31693,8
31696,8
31697,7
31699,8
31701,6
31704,7
31709,5
31712,7
31716,8
31719,8
31720,8
31721,3
31722,6
31727,3
31728,7
31730,2
31733,3
31748,6
31753,8
31759,4
31769,5
31772,8
31778,4
31782,5
31800,3
31804,8
31815,7
31818,6
31819,7
31821,4
31826,5
31831,8
31832,8
31835,8
31836,7
31838,1
31840,8
31841,7
31844,2
31861,7
31863,1
31864,3
31868,8
31871,7
31876,8
31877,1
31880,2
31881,8
31890,3
31892,8
31896,1
31897,2
31899,7
31905,8
31908,4
31912,6
31920,8
31921,4
31927,8
31928,5
31932,8
31933,6
31934,6
31938,3
31943,4
31947,8
31952,7
31959,8
31966,8
31980,8
31981,7
31990,8
31994,2
32010,6
32013,5
32014,8
32024,8
32026,5
32031,6
32033,7
32037,2
32040,5
32042,4
32046,8
32048,8
32058,8
32059,8
32071,8
32074,8
32077,8
32084,8
32085,7
32086,8
32100,6
32105,8
32106,7
32107,4
32108,6
32110,7
32116,8
32120,5
32130,4
32134,1
32143,4
32144,7
32151,8
32153,8
32158,8
32165,7
32167,3
32169,7
32173,8
32174,5
32175,8
32178,4
32179,6
32181,8
32183,7
32190,8
32197,5
32201,8
32207,8
32208,6
32215,8
32217,8
32227,8
32232,2
32238,7
32239,6
32241,8
32246,8
32247,8
32248,2
32250,8
32253,6
32259,1
32265,3
32270,5
32271,6
32286,7
32291,5
32300,5
32309,8
32311,8
32328,8
32330,3
32341,8
32343,4
32361,8
32362,8
32365,8
32368,8
32374,4
32376,8
32379,7
32382,8
32385,5
32393,2
32396,1
32403,6
32407,8
32408,7
32410,7
32412,7
32418,8
32423,3
32424,8
32431,6
32434,7
32435,6
32443,7
32445,8
32447,3
32453,8
32456,7
32457,6
32462,5
32463,7
32465,1
32467,8
32470,5
32472,5
32474,6
32479,2
32488,3
32489,7
32492,3
32493,2
32496,7
32513,2
32516,7
32517,7
32518,7
32519,6
32520,8
32526,2
32532,8
32536,3
32542,8
32546,1
32548,8
32552,8
32554,8
32557,8
32561,8
32564,7
32565,6
32568,7
32582,4
32593,7
32594,8
32598,6
32600,3
32601,8
32609,7
32611,8
32614,7
32615,8
32617,3
32621,8
32624,8
32630,8
32631,3
32633,6
32634,5
32635,3
32642,8
32646,8
32647,1
32654,8
32657,8
32660,8
32663,8
32684,8
32686,8
32687,6
32692,8
32693,4
32694,3
32701,8
32702,4
32710,5
32712,5
32721,7
32723,7
32726,8
32728,7
32734,8
32745,8
32747,5
32754,8
32771,3
32772,8
32777,8
32782,5
32793,6
32794,6
32798,8
32802,3
32804,8
32805,2
32809,7
32814,6
32815,6
32820,8
32831,7
32832,5
32838,1
32840,6
32847,8
32848,8
32855,8
32858,7
32862,4
32877,4
32880,5
32882,8
32899,6
32904,4
32905,8
32917,1
32921,7
32923,8
32931,3
32933,1
32937,7
32939,7
32940,3
32948,8
32955,8
32958,2
32964,8
32966,4
32967,3
32972,7
32977,5
32981,3
32989,8
32990,3
32994,5
32995,5
33000,6
33007,8
33011,8
33012,8
33014,4
33020,6
33023,1
33034,4
33038,6
33042,8
33044,3
33047,4
33048,7
33055,3
33056,4
33062,7
33065,2
33068,3
33071,1
33075,4
33077,8
33084,5
33087,1
33112,4
33117,8
33119,7
33120,1
33129,8
33131,7
33139,4
33141,7
33148,7
33153,6
33164,4
33166,8
33167,1
33171,7
33180,8
33182,7
33185,1
33189,7
33191,6
33199,3
33203,3
33204,6
33209,2
33210,3
33211,8
33217,8
33231,8
33234,3
33236,8
33242,5
33246,8
33251,8
33253,1
33256,2
33258,2
33265,4
33268,3
33272,8
33273,5
33282,6
33285,1
33293,6
33298,8
33302,6
33303,8
33307,7
33314,7
33321,2
33336,4
33339,3
33342,7
33345,8
33354,1
33355,5
33364,5
33366,5
33372,4
33373,8
33374,8
33379,8
33393,6
33395,8
33402,8
33408,8
33409,8
33413,5
33414,8
33419,7
33425,7
33426,1
33430,7
33431,4
33445,8
33454,8
33456,1
33462,8
33465,3
33472,3
33476,8
33477,2
33479,7
33486,7
33487,5
33488,5
33491,8
33497,1
33501,8
33503,8
33506,5
33508,5
33512,8
33517,1
33518,8
33522,7
33523,6
33525,5
33526,4
33529,7
33541,8
33543,8
33549,8
33552,1
33560,1
33566,8
33567,5
33568,7
33569,6
33574,5
33585,7
33588,1
33589,3
33592,7
33594,8
33605,4
33606,8
33615,8
33620,7
33623,7
33629,5
33632,8
33635,5
33637,1
33639,3
33644,8
33646,2
33649,6
33654,1
33655,3
33659,8
33660,4
33661,5
33665,7
33668,6
33683,5
33684,4
33692,2
33696,8
33699,3
33701,8
33702,8
33707,7
33717,3
33724,1
33729,8
33739,8
33741,3
33747,1
33749,5
33751,6
33768,8
33771,7
33780,8
33785,8
33789,8
33793,8
33795,4
33802,2
33804,4
33809,8
33811,4
33815,7
33816,8
33821,7
33824,5
33826,1
33834,6
33835,3
33837,8
33838,8
33841,7
33842,8
33847,8
33849,6
33850,8
33851,6
33853,8
33862,5
33864,5
33867,4
33868,5
33870,7
33874,1
33877,1
33887,8
33889,8
